# time  chi_mean_R8  chi_min_R8  chi_max_R8  lapse_mean_R8  lapse_min_R8  lapse_max_R8  K_mean_R8  K_min_R8  K_max_R8  chi_mean_R16  chi_min_R16  chi_max_R16  lapse_mean_R16  lapse_min_R16  lapse_max_R16  K_mean_R16  K_min_R16  K_max_R16
7.9999999999998703e+00  1.0000059149265816e+00  9.9265533239621584e-01  1.0073833244970121e+00  9.9999581498745138e-01  9.9593362628244331e-01  1.0040723138161944e+00  -4.2276123183043499e-08  -1.4725087974307471e-05  9.6782930712104065e-06  1.0000023106932450e+00  9.9871127692236772e-01  1.0012962116573276e+00  9.9999835341939702e-01  9.9934458431275730e-01  1.0006531166414583e+00  -2.0772937144111135e-07  -5.3220616826610389e-06  4.4449023146134731e-06
8.7999999999998604e+00  1.0000058059924619e+00  9.9265624458751811e-01  1.0073852019584286e+00  9.9999598137966972e-01  9.9592954262179967e-01  1.0040687187243897e+00  -8.5393081426869035e-08  -1.2743384958318491e-05  1.0506917303454420e-05  1.0000022400063786e+00  9.9871347121095189e-01  1.0012947831862211e+00  9.9999860538347007e-01  9.9933869665815245e-01  1.0006573190575099e+00  -9.8736323997187270e-08  -6.5230703625396668e-06  5.7826073981159803e-06
9.5999999999998398e+00  1.0000055999709569e+00  9.9265299637346038e-01  1.0073874695655487e+00  9.9999638492142473e-01  9.9593019812045802e-01  1.0040612760692165e+00  -4.0567834476759941e-07  -1.3338882983788298e-05  1.2897296466129814e-05  1.0000022389262990e+00  9.9871283018545287e-01  1.0012965610999194e+00  9.9999867131549869e-01  9.9933855338757438e-01  1.0006543233772229e+00  2.6370329895037550e-08  -5.0415375772888172e-06  3.9504373053338424e-06
1.0399999999999800e+01  1.0000050839152601e+00  9.9264864533941788e-01  1.0073876066300360e+00  9.9999752715820145e-01  9.9593329677853981e-01  1.0040556174356565e+00  -8.9876181811576904e-07  -8.0159043426083150e-06  9.2759656741758589e-06  1.0000022995166633e+00  9.9871206653972555e-01  1.0012975718953270e+00  9.9999854673230426e-01  9.9934060465893826e-01  1.0006508727341807e+00  1.0182198308952708e-07  -5.3436364048986015e-06  6.1359724381983789e-06
1.1199999999999800e+01  1.0000044656181220e+00  9.9264802587241452e-01  1.0073855187173140e+00  9.9999908580252272e-01  9.9592857770573529e-01  1.0040562111161146e+00  -8.9161750154245951e-07  -1.2558885385096418e-05  8.2429268726152597e-06  1.0000023791288675e+00  9.9871360347225979e-01  1.0012955844866385e+00  9.9999834095817897e-01  9.9933767206334956e-01  1.0006546411122867e+00  1.7175234425543607e-07  -4.8894794540784265e-06  3.9758169225126001e-06
1.1999999999999799e+01  1.0000039399688707e+00  9.9264751841895149e-01  1.0073860230425411e+00  1.0000004889314793e+00  9.9592252884973154e-01  1.0040533311193363e+00  -7.5346787383650168e-07  -9.1346371290921141e-06  1.3567737973197383e-05  1.0000024990339764e+00  9.9871621495341112e-01  1.0012932731047757e+00  9.9999801780038267e-01  9.9933051173879306e-01  1.0006614152264683e+00  2.2618798995325098e-07  -9.5455781091486965e-06  8.0809007712955954e-06
1.2799999999999800e+01  1.0000035878199576e+00  9.9264346919782287e-01  1.0073885653681807e+00  1.0000014845339271e+00  9.9592360994259010e-01  1.0040443240024219e+00  -3.6160650179750760e-07  -1.1071383940915086e-05  1.4912389520241549e-05  1.0000026296617008e+00  9.9871671476397172e-01  1.0012931938811822e+00  9.9999763852027956e-01  9.9932737534537397e-01  1.0006633338093465e+00  2.1821481682218033e-07  -8.0460157491404380e-06  6.1669972860705486e-06
1.3599999999999801e+01  1.0000034754356717e+00  9.9263829429086470e-01  1.0073882035917059e+00  1.0000017882666212e+00  9.9592569805678632e-01  1.0040395067561891e+00  5.3747490207258304e-08  -9.6400509068535338e-06  1.0604472632662701e-05  1.0000026912357201e+00  9.9871628620153208e-01  1.0012935619064172e+00  9.9999740201020293e-01  9.9932777236012316e-01  1.0006628592440059e+00  8.5815471644104810e-08  -6.4276976784399817e-06  4.2767112516894453e-06
1.4399999999999700e+01  1.0000034699391425e+00  9.9263339786077587e-01  1.0073857506879813e+00  1.0000016139545731e+00  9.9592467031256138e-01  1.0040400777122769e+00  2.2378750025934445e-07  -9.0314480712640168e-06  1.0079831848446924e-05  1.0000027030176593e+00  9.9871617330650375e-01  1.0012940649256046e+00  9.9999732463050850e-01  9.9932796120902079e-01  1.0006618230717370e+00  -6.2960278021533409e-10  -7.1154230297679939e-06  5.5073438129337334e-06
1.5199999999999701e+01  1.0000034380798197e+00  9.9262918421702029e-01  1.0073844119004265e+00  1.0000013535955286e+00  9.9592252495966227e-01  1.0040392625290298e+00  1.9063017731986724e-07  -8.6300982608266133e-06  1.2230065057935987e-05  1.0000026241516613e+00  9.9871517584253511e-01  1.0012955458183781e+00  9.9999747871893807e-01  9.9933006713280004e-01  1.0006582929491978e+00  -2.0758842768099488e-07  -5.6858710109483869e-06  4.5182813643698715e-06
1.5999999999999700e+01  1.0000033592380639e+00  9.9262681522680540e-01  1.0073841012855271e+00  1.0000011907951540e+00  9.9591766188979280e-01  1.0040362670514031e+00  1.3346037419846116e-07  -7.0281631987587048e-06  1.3372090360495233e-05  1.0000024339289346e+00  9.9871430895409008e-01  1.0012964333683405e+00  9.9999795915578893e-01  9.9933265162090601e-01  1.0006552842051277e+00  -3.5842018273221416e-07  -7.3564568059349936e-06  4.5912549122802734e-06
1.6799999999999802e+01  1.0000033001125073e+00  9.9262506368854364e-01  1.0073837342452103e+00  1.0000010276005500e+00  9.9590967537771447e-01  1.0040328487054593e+00  2.0886188723154513e-07  -6.1763461577261504e-06  1.3525113269759669e-05  1.0000022529541717e+00  9.9871487316576923e-01  1.0012959877475194e+00  9.9999850368218457e-01  9.9933178094884623e-01  1.0006558247249038e+00  -3.0396005532276372e-07  -5.8585734849176315e-06  4.4670526582891347e-06
1.7600000000000001e+01  1.0000033230947418e+00  9.9262174178116402e-01  1.0073825199086719e+00  1.0000006559732761e+00  9.9590125506628324e-01  1.0040302014844023e+00  3.6659259300281071e-07  -7.6657390244932640e-06  1.3286474322494758e-05  1.0000021308406861e+00  9.9871485318990161e-01  1.0012964638093296e+00  9.9999891621836312e-01  9.9933110263185398e-01  1.0006552798599873e+00  -2.0092985345701354e-07  -5.5523969443889231e-06  4.2173548648867294e-06
1.8400000000000102e+01  1.0000033743308823e+00  9.9261622448193920e-01  1.0073807618493396e+00  1.0000001126059388e+00  9.9589588439252719e-01  1.0040280531607635e+00  4.0254403967261059e-07  -1.0357100353810774e-05  1.3757725571065956e-05  1.0000021012304900e+00  9.9871302913963289e-01  1.0012982451109926e+00  9.9999909083520810e-01  9.9933497660695036e-01  1.0006510631776189e+00  -6.8911674424546635e-09  -4.2191273186579559e-06  3.2374530803192899e-06
1.9200000000000198e+01  1.0000033653642610e+00  9.9261063953120665e-01  1.0073794227740420e+00  9.9999963211691811e-01  9.9589257058401404e-01  1.0040250717720685e+00  3.1132199052385862e-07  -1.0905843057804973e-05  1.4829464923532354e-05  1.0000021795150813e+00  9.9871167460854315e-01  1.0012990129682293e+00  9.9999895089664148e-01  9.9933906372351156e-01  1.0006482263124461e+00  1.6783947501284398e-07  -2.2492974755101121e-06  1.8435262454359336e-06
2.0000000000000298e+01  1.0000033035986715e+00  9.9260649580571958e-01  1.0073786186142291e+00  9.9999929289186285e-01  9.9588787114101884e-01  1.0040211367149239e+00  2.5063492146443190e-07  -1.0231327742674489e-05  1.5405676490560197e-05  1.0000023077093487e+00  9.9871148932655396e-01  1.0012987006289245e+00  9.9999861545009994e-01  9.9934011666967737e-01  1.0006485655059127e+00  2.3348946513941861e-07  -1.0430587620485082e-06  2.1353195389946327e-06
2.0800000000000502e+01  1.0000032578324567e+00  9.9260214553590975e-01  1.0073776207653193e+00  9.9999896185850479e-01  9.9588224502452205e-01  1.0040173458880604e+00  3.0839738202979816e-07  -1.1070742015718289e-05  1.5311147666825084e-05  1.0000024361503757e+00  9.9871119568341660e-01  1.0012988177328783e+00  9.9999823708007685e-01  9.9934065618005319e-01  1.0006486488727768e+00  2.3924725964587690e-07  -9.0345277835407293e-07  2.0432797366322577e-06
2.1600000000000598e+01  1.0000032866120987e+00  9.9259574142260332e-01  1.0073758593691304e+00  9.9999844655586456e-01  9.9587824368163969e-01  1.0040143258236158e+00  4.7344355926321605e-07  -1.2908429164116514e-05  1.5093945885878947e-05  1.0000025744825802e+00  9.9871093744773365e-01  1.0012993415955125e+00  9.9999783156252986e-01  9.9934114011958386e-01  1.0006475810298441e+00  2.7517619628727596e-07  -6.9868947669114365e-07  2.1057482679047064e-06
2.2400000000000698e+01  1.0000033885142592e+00  9.9258810579283063e-01  1.0073735742764809e+00  9.9999767132330741e-01  9.9587590629741496e-01  1.0040120769574592e+00  6.0090554194988913e-07  -1.3668788076513117e-05  1.5166056054538959e-05  1.0000027414343053e+00  9.9871090715100308e-01  1.0012996180750102e+00  9.9999735063046136e-01  9.9934099387749564e-01  1.0006467805169319e+00  3.1984788050875587e-07  -1.1003531246917571e-06  2.3866451931396352e-06
2.3200000000000799e+01  1.0000034646761260e+00  9.9258133678680804e-01  1.0073713583407442e+00  9.9999685071724898e-01  9.9587256540378533e-01  1.0040096519638955e+00  5.1873427980461253e-07  -1.2829503794234314e-05  1.5756728397444984e-05  1.0000029043792904e+00  9.9871089932496881e-01  1.0012994572597331e+00  9.9999685324457332e-01  9.9934059319337787e-01  1.0006471336622640e+00  2.8350798688455849e-07  -1.1505657494218355e-06  2.5111157237735405e-06
2.4000000000000998e+01  1.0000034258435435e+00  9.9257595335736382e-01  1.0073695799987996e+00  9.9999628766697624e-01  9.9586697002613822e-01  1.0040062544811315e+00  3.1647324632983510e-07  -1.2134754471774302e-05  1.6572396698817899e-05  1.0000030058565985e+00  9.9871067026244564e-01  1.0012994270257776e+00  9.9999649199820906e-01  9.9934069358031119e-01  1.0006475478403829e+00  1.5919988591875922e-07  -1.0782418590503388e-06  2.1306730487870446e-06
2.4800000000001098e+01  1.0000033042525587e+00  9.9257027962653210e-01  1.0073678929587904e+00  9.9999599673858519e-01  9.9586057507318559e-01  1.0040023351921450e+00  2.0025103419514925e-07  -1.2833700284941425e-05  1.6889958297717056e-05  1.0000030315197141e+00  9.9870999895033952e-01  1.0013000597456221e+00  9.9999634225928102e-01  9.9934185100452932e-01  1.0006463393143612e+00  3.5278899505268545e-08  -1.4134795402112847e-06  1.8416620764556012e-06
2.5600000000001199e+01  1.0000031567716414e+00  9.9256288929493486e-01  1.0073656785317557e+00  9.9999581676644600e-01  9.9585531390043580e-01  1.0039985446811666e+00  1.6020354104975249e-07  -1.4254165375241566e-05  1.6852663958607733e-05  1.0000030144568650e+00  9.9870940095660221e-01  1.0013008434861155e+00  9.9999634324086650e-01  9.9934319796033877e-01  1.0006443047899862e+00  -2.5571137434095900e-08  -1.0450188484917004e-06  1.9835049021434526e-06
2.6400000000001299e+01  1.0000029646279365e+00  9.9255438994028833e-01  1.0073629407876377e+00  9.9999572792171332e-01  9.9585125580397038e-01  1.0039951889025771e+00  7.3787087184488536e-08  -1.4991601394996198e-05  1.6930047563024820e-05  1.0000029874379095e+00  9.9870908743444597e-01  1.0013013238775703e+00  9.9999639947021091e-01  9.9934379156266029e-01  1.0006428651656030e+00  -4.1127778148509861e-08  -9.0483683378914713e-07  2.0598156673183183e-06
2.7200000000001499e+01  1.0000026831077082e+00  9.9254644357766941e-01  1.0073605448416822e+00  9.9999584174745615e-01  9.9584671444286732e-01  1.0039911073921339e+00  -8.9354420570926923e-08  -1.4584057762774818e-05  1.8348639588848969e-05  1.0000029570380904e+00  9.9870863278132938e-01  1.0013016615871808e+00  9.9999647236530231e-01  9.9934448672502352e-01  1.0006418668491601e+00  -4.9872385835604996e-08  -7.8266293968724004e-07  2.1475929133224129e-06
2.8000000000001599e+01  1.0000022941344713e+00  9.9253949760059612e-01  1.0073592805740326e+00  9.9999625302690465e-01  9.9584050671625934e-01  1.0039842562083137e+00  -2.8853884972199968e-07  -1.4143424638301027e-05  2.0283275006950205e-05  1.0000029206990364e+00  9.9870795936502299e-01  1.0013019501211460e+00  9.9999656063471876e-01  9.9934571093668489e-01  1.0006410856350667e+00  -6.1168794748810190e-08  -1.0734447034319811e-06  2.2894674181591359e-06
2.8800000000001699e+01  1.0000018137199016e+00  9.9253227440829384e-01  1.0073580294096403e+00  9.9999695955825318e-01  9.9583355173584365e-01  1.0039762077349357e+00  -4.4110123847002445e-07  -1.4695395150724337e-05  1.9941981980159148e-05  1.0000028733707527e+00  9.9870734956385987e-01  1.0013022703583996e+00  9.9999667516444801e-01  9.9934693446627232e-01  1.0006402794742300e+00  -8.3432364131711981e-08  -1.3477686869545930e-06  2.3467218418896229e-06
2.9600000000001799e+01  1.0000012940527045e+00  9.9252364103092516e-01  1.0073553777060074e+00  9.9999782477364940e-01  9.9582740747426191e-01  1.0039703211111013e+00  -4.8371703789384591e-07  -1.5874328597105483e-05  1.8414591812695872e-05  1.0000028130416192e+00  9.9870702915845211e-01  1.0013025774777646e+00  9.9999682544218726e-01  9.9934747643905897e-01  1.0006394410512269e+00  -9.9970900370912138e-08  -1.4897202928974969e-06  2.3513656903392362e-06
3.0400000000001999e+01  1.0000007702092946e+00  9.9251405322440422e-01  1.0073518209780368e+00  9.9999871073203805e-01  9.9582219843589170e-01  1.0039663581810729e+00  -4.8465050868481145e-07  -1.6473520332890418e-05  1.7967500583443660e-05  1.0000027532850557e+00  9.9870703727275489e-01  1.0013026862740673e+00  9.9999698200086851e-01  9.9934703099332289e-01  1.0006390527780142e+00  -9.2909980654708726e-08  -1.6100111442127004e-06  2.2339805921629721e-06
3.1200000000002099e+01  1.0000002255609908e+00  9.9250500037598111e-01  1.0073481129769875e+00  9.9999962897243799e-01  9.9581620978729946e-01  1.0039628533565552e+00  -5.2757914578508846e-07  -1.5819869842301282e-05  1.7968334990428095e-05  1.0000026959741413e+00  9.9870706491136485e-01  1.0013026423397178e+00  9.9999712955914921e-01  9.9934623908930098e-01  1.0006391287917604e+00  -9.5121414342943882e-08  -1.5300411978606833e-06  2.3838931900241974e-06
3.2000000000002203e+01  9.9999965303936433e-01  9.9249698628361538e-01  1.0073443460278138e+00  1.0000006265779238e+00  9.9580812079514347e-01  1.0039595415925053e+00  -5.6871739005196116e-07  -1.5092673066695261e-05  1.8059157248989333e-05  1.0000026264899977e+00  9.9870681314293597e-01  1.0013025627784817e+00  9.9999730013894950e-01  9.9934599843323046e-01  1.0006393982201343e+00  -1.1903876423584661e-07  -1.7837970144280540e-06  2.6276496963759157e-06
3.2800000000002001e+01  9.9999909384636121e-01  9.9248886479048615e-01  1.0073405140814726e+00  1.0000016292137404e+00  9.9579895324830436e-01  1.0039560625107620e+00  -5.2525758920438870e-07  -1.5432719280707814e-05  1.8382083870058974e-05  1.0000025409290989e+00  9.9870645021750371e-01  1.0013028741811423e+00  9.9999751220541366e-01  9.9934619539120284e-01  1.0006388520475002e+00  -1.4451289889999614e-07  -1.4228492282859840e-06  2.5158392559547276e-06
3.3600000000001899e+01  9.9999859212097886e-01  9.9247961484915681e-01  1.0073364812794119e+00  1.0000024983277571e+00  9.9579017948806592e-01  1.0039522814042718e+00  -4.1607561304797147e-07  -1.6321864377311540e-05  1.8672693710805474e-05  1.0000024405343191e+00  9.9870641438964658e-01  1.0013040549617711e+00  9.9999776538208107e-01  9.9934571346201861e-01  1.0006360390651021e+00  -1.7200214064804944e-07  -1.5715251099319715e-06  2.7111235931583605e-06
3.4400000000001697e+01  9.9999813037211571e-01  9.9246950721275962e-01  1.0073321973698872e+00  1.0000032215289920e+00  9.9578207287020282e-01  1.0039482981470169e+00  -3.6213449282772130e-07  -1.7008584522663704e-05  1.8835674768439297e-05  1.0000023230292885e+00  9.9870664051997782e-01  1.0013054281706129e+00  9.9999806537454849e-01  9.9934435806024202e-01  1.0006320690910244e+00  -1.9933337999829752e-07  -1.7956112783859650e-06  2.0588228386948488e-06
3.5200000000001602e+01  9.9999765110212502e-01  9.9245952510615443e-01  1.0073276171393386e+00  1.0000039391828288e+00  9.9577386911219268e-01  1.0039445819978423e+00  -4.0005272982901474e-07  -1.7049103808226035e-05  1.8535159793556941e-05  1.0000022001381907e+00  9.9870673825549239e-01  1.0013058461143154e+00  9.9999838869080715e-01  9.9934307235042052e-01  1.0006300305146372e+00  -1.9597180545884803e-07  -2.1909359029658345e-06  8.6386665461693142e-07
3.6000000000001400e+01  9.9999715019220958e-01  9.9245014778262108e-01  1.0073226643058406e+00  1.0000047186217240e+00  9.9576462720017112e-01  1.0039416837467656e+00  -4.1847344589547097e-07  -1.6791664998669685e-05  1.8182199183029767e-05  1.0000020923218313e+00  9.9870673707575897e-01  1.0013053691345508e+00  9.9999867965883404e-01  9.9934205402845455e-01  1.0006306520851940e+00  -1.6438851000972860e-07  -1.8053266816489230e-06  1.3281833765622968e-06
3.6800000000001198e+01  9.9999668217974291e-01  9.9244073237117403e-01  1.0073175824107423e+00  1.0000054522325930e+00  9.9575455837391735e-01  1.0039389845386721e+00  -3.4236734697255648e-07  -1.6973307402775627e-05  1.8457601756261953e-05  1.0000019986555906e+00  9.9870670643560089e-01  1.0013049173799440e+00  9.9999892494936304e-01  9.9934110108563778e-01  1.0006318533385881e+00  -1.4313178917196655e-07  -1.9260305434651386e-06  1.3689916318745314e-06
3.7600000000001103e+01  9.9999628159600862e-01  9.9243055433268124e-01  1.0073124320660722e+00  1.0000060171638492e+00  9.9574436193076588e-01  1.0039358171081283e+00  -2.2365873221820123e-07  -1.7478267702224067e-05  1.8859522495173304e-05  1.0000019093140597e+00  9.9870657216876935e-01  1.0013048379958529e+00  9.9999914725091277e-01  9.9934039958800192e-01  1.0006322085911608e+00  -1.3236777086134645e-07  -1.9162554187645032e-06  1.2866024673904414e-06
3.8400000000000901e+01  9.9999592720020969e-01  9.9241950726471406e-01  1.0073072790550723e+00  1.0000064208012660e+00  9.9573471984468165e-01  1.0039319150805748e+00  -1.5285748175813221e-07  -1.8592220134876068e-05  1.9674244924512703e-05  1.0000018242466622e+00  9.9870664613924975e-01  1.0013046148390459e+00  9.9999935221561453e-01  9.9933929956278167e-01  1.0006326074149205e+00  -1.2149080046485343e-07  -1.7340104314496784e-06  1.2582692982743547e-06
3.9200000000000799e+01  9.9999557727362487e-01  9.9240793010047723e-01  1.0073025249319520e+00  1.0000067684626426e+00  9.9572634352583089e-01  1.0039265000876321e+00  -1.5001087895334806e-07  -1.9555562331771461e-05  2.0603320151576554e-05  1.0000017422399614e+00  9.9870690948186724e-01  1.0013042012525000e+00  9.9999954294169169e-01  9.9933751821139849e-01  1.0006335534089674e+00  -1.1422784594936935e-07  -2.0246537238582691e-06  1.6772414535249255e-06
4.0000000000000597e+01  9.9999522165433175e-01  9.9239702417535136e-01  1.0072975232054986e+00  1.0000071252507330e+00  9.9571715766638369e-01  1.0039209548891284e+00  -1.5267381303831439e-07  -1.8419896665876576e-05  1.9859162208414090e-05  1.0000016624730046e+00  9.9870646468273161e-01  1.0013042328752215e+00  9.9999972254779501e-01  9.9933712622716819e-01  1.0006335723060749e+00  -1.0709746293437612e-07  -1.9089473386752331e-06  1.6387824275729890e-06
4.0800000000000502e+01  9.9999489005069697e-01  9.9238699050411205e-01  1.0072917044804204e+00  1.0000074432395003e+00  9.9570502537282957e-01  1.0039170749086210e+00  -9.7845963126066600e-08  -1.7474205789714790e-05  1.9211347578544322e-05  1.0000015825609854e+00  9.9870564809623963e-01  1.0013041390931108e+00  9.9999989602116857e-01  9.9933815333749332e-01  1.0006334310663945e+00  -1.0876516023200410e-07  -1.3803003538750086e-06  1.2762953667160383e-06
4.1600000000000300e+01  9.9999461107052878e-01  9.9237599724503922e-01  1.0072860389907796e+00  1.0000076326357510e+00  9.9569273151418713e-01  1.0039127525219065e+00  -4.9979004608169830e-09  -1.9021162943748930e-05  2.0410661755126418e-05  1.0000014951493397e+00  9.9870594806363122e-01  1.0013028914768427e+00  1.0000000823926340e+00  9.9933688947726451e-01  1.0006359864017356e+00  -1.1991345073482193e-07  -2.5450062199177238e-06  1.9714260426669424e-06
4.2400000000000098e+01  9.9999436664888774e-01  9.9236349187336648e-01  1.0072808436592409e+00  1.0000077005829171e+00  9.9568272683015713e-01  1.0039064346915538e+00  3.8779679443242204e-08  -2.0718802899651059e-05  2.1442581010344795e-05  1.0000014056724280e+00  9.9870658658763167e-01  1.0013016328041087e+00  1.0000002758278392e+00  9.9933394079445614e-01  1.0006394366929110e+00  -1.1257321980291308e-07  -1.6133188159875547e-06  1.5517058390581588e-06
4.3200000000000003e+01  9.9999410990346072e-01  9.9235064542238927e-01  1.0072755737654482e+00  1.0000077625351995e+00  9.9567381478528783e-01  1.0038993182387397e+00  5.3920303584549755e-09  -2.1233974712675228e-05  2.1547819541757004e-05  1.0000013301434794e+00  9.9870604695260767e-01  1.0013016235602419e+00  1.0000004360926442e+00  9.9933339274525967e-01  1.0006400334214611e+00  -8.0546919707165001e-08  -1.6833670980918573e-06  1.4868159085567662e-06
4.3999999999999801e+01  9.9999382458900710e-01  9.9233840713577870e-01  1.0072698676172165e+00  1.0000078982923246e+00  9.9566397066941947e-01  1.0038927437236629e+00  -4.4258249531723346e-08  -2.0394194012178354e-05  2.0807586386490765e-05  1.0000012737304180e+00  9.9870504455817499e-01  1.0013020464730915e+00  1.0000005399572496e+00  9.9933465918173248e-01  1.0006387648867898e+00  -4.4782909408206385e-08  -1.5350400259384405e-06  1.6420406815843079e-06
4.4799999999999699e+01  9.9999352863345514e-01  9.9232701037511195e-01  1.0072634122781965e+00  1.0000080895934294e+00  9.9565140093373894e-01  1.0038877450785508e+00  -6.3278785254483248e-08  -1.9190317319614125e-05  2.0006585870301327e-05  1.0000012324831695e+00  9.9870451087514056e-01  1.0013020451215380e+00  1.0000005918771786e+00  9.9933517866569888e-01  1.0006380646278163e+00  -1.6283350874183328e-08  -9.3594107267124230e-07  1.2517768994218309e-06
4.5599999999999497e+01  9.9999324138179158e-01  9.9231494261803443e-01  1.0072570353226522e+00  1.0000082809140376e+00  9.9563807944068483e-01  1.0038825232472095e+00  -4.8342314679039782e-08  -2.0672651042606708e-05  2.1303039472249754e-05  1.0000011994386266e+00  9.9870452866498505e-01  1.0013015164740442e+00  1.0000006089884588e+00  9.9933416483810111e-01  1.0006387452523524e+00  -1.9001851749383514e-09  -1.9027048129393910e-06  2.3703658182058397e-06
4.6399999999999302e+01  9.9999296826733353e-01  9.9230093716091206e-01  1.0072515014303973e+00  1.0000084369073901e+00  9.9562789158616205e-01  1.0038744915719933e+00  -2.9991918977925824e-08  -2.3132748002254139e-05  2.2863403388483483e-05  1.0000011673778002e+00  9.9870457359934450e-01  1.0013011743400704e+00  1.0000006129417085e+00  9.9933257348482563e-01  1.0006394228277875e+00  3.5091648420543071e-09  -9.2927392255894476e-07  1.5562095015846597e-06
