# time  core_x_canon  core_y_canon  core_z_canon  peak_canon  core_x_phantom  core_y_phantom  core_z_phantom  peak_phantom  coord_sep  proper_sep  px_canon  px_phantom  px_total  shift_x_canon  shift_x_phantom  max_abs_shift
7.9999999999998703e+00  3.7005166696976246e+01  3.1999999996938186e+01  3.2000000000000000e+01  2.4542478354459173e-02  2.7005314094478472e+01  3.2000000001153509e+01  3.2000000000000000e+01  2.4393494460901371e-02  9.9998526024977750e+00  1.0000152380445705e+01  1.6845208596704612e-05  1.6982264384187639e-05  -1.3705578748302705e-07  -1.4375416635121850e-05  1.3726390687135123e-05  2.0989700096818183e-05
8.7999999999998604e+00  3.7006136588155080e+01  3.1999999995953772e+01  3.2000000000000000e+01  2.4517992853056437e-02  2.7006303835864443e+01  3.2000000001542354e+01  3.2000000000000000e+01  2.4398157282622724e-02  9.9998327522906365e+00  1.0000161355209112e+01  1.8537237316967891e-05  1.8708053249746861e-05  -1.7081593277896951e-07  -1.6619914434775593e-05  1.6612691530306203e-05  2.3199842159634532e-05
9.5999999999998398e+00  3.7007130777777490e+01  3.1999999994873392e+01  3.2000000000000000e+01  2.4492162239442419e-02  2.7007314327994585e+01  3.2000000001971593e+01  3.2000000000000000e+01  2.4412510160974166e-02  9.9998164497829052e+00  1.0000176729282003e+01  2.0252270317674571e-05  2.0441393757920969e-05  -1.8912344024639842e-07  -1.7617707072715951e-05  1.7116099552674284e-05  2.5769503487510862e-05
1.0399999999999800e+01  3.7008170445895196e+01  3.1999999993590553e+01  3.2000000000000000e+01  2.4503107673873075e-02  2.7008378563508511e+01  3.2000000002482523e+01  3.2000000000000000e+01  2.4416856691835867e-02  9.9997918823866847e+00  1.0000188170356402e+01  2.2002190400542440e-05  2.2195524238147704e-05  -1.9333383760526449e-07  -2.0334319960606758e-05  1.6618991733959595e-05  2.6024468925557374e-05
1.1199999999999800e+01  3.7009343520309237e+01  3.1999999992151142e+01  3.2000000000000000e+01  2.4540035336238844e-02  2.7009585946366599e+01  3.2000000003076003e+01  3.2000000000000000e+01  2.4408212456499729e-02  9.9997575739426381e+00  1.0000190954618134e+01  2.3769639353723104e-05  2.3962361821460219e-05  -1.9272246773711533e-07  -2.2671317991121767e-05  1.9692177104042190e-05  2.5951990576770617e-05
1.1999999999999799e+01  3.7010677681689465e+01  3.1999999990574064e+01  3.2000000000000000e+01  2.4556267977227202e-02  2.7010950498530477e+01  3.2000000003733724e+01  3.2000000000000000e+01  2.4401277513671691e-02  9.9997271831589885e+00  1.0000194751710534e+01  2.5528056769547336e-05  2.5720285990658114e-05  -1.9222922111077883e-07  -2.3347283081481933e-05  2.3834391085941114e-05  2.9727298113797101e-05
1.2799999999999800e+01  3.7012102207163338e+01  3.1999999988823514e+01  3.2000000000000000e+01  2.4532696871535278e-02  2.7012393275813810e+01  3.2000000004459991e+01  3.2000000000000000e+01  2.4407205499087193e-02  9.9997089313495273e+00  1.0000207860663242e+01  2.7269410834198712e-05  2.7462284893625352e-05  -1.9287405942664066e-07  -2.5681986570654740e-05  2.5330008957860048e-05  3.0952346622651627e-05
1.3599999999999801e+01  3.7013557324666010e+01  3.1999999986907810e+01  3.2000000000000007e+01  2.4503590035867058e-02  2.7013865261726650e+01  3.2000000005259203e+01  3.2000000000000000e+01  2.4418907582848776e-02  9.9996920629393600e+00  1.0000223299568674e+01  2.9008313876626720e-05  2.9204619154103201e-05  -1.9630527747648113e-07  -2.8469953244864989e-05  2.6157825997615572e-05  3.6170945376690750e-05
1.4399999999999700e+01  3.7015082873789794e+01  3.1999999984833263e+01  3.1999999999999932e+01  2.4509289877137758e-02  2.7015420651960749e+01  3.2000000006133497e+01  3.1999999999999989e+01  2.4421611572605872e-02  9.9996622218290447e+00  1.0000230021204388e+01  3.0754517378962844e-05  3.0959716967925560e-05  -2.0519958896271642e-07  -2.9753485702123748e-05  2.8254118005861157e-05  3.6907703801866915e-05
1.5199999999999701e+01  3.7016753224205253e+01  3.1999999982594346e+01  3.2000000000000433e+01  2.4541819030022088e-02  2.7017380931046063e+01  3.2000000007083727e+01  3.1999999999999975e+01  2.4413092395449261e-02  9.9993722931591904e+00  9.9999808455963120e+00  3.2499531251461938e-05  3.2719214037397543e-05  -2.1968278593560497e-07  -3.0747048616071471e-05  3.1446315178771709e-05  3.6606387558627350e-05
1.5999999999999700e+01  3.7018564043348768e+01  3.1999999980175780e+01  3.1999999999997776e+01  2.4557440739590094e-02  2.7019223497700349e+01  3.2000000008117226e+01  3.2000000000000483e+01  2.4406090858697053e-02  9.9993405456484190e+00  9.9999874647022970e+00  3.4236225331694773e-05  3.4472802818871275e-05  -2.3657748717650277e-07  -3.2822119818147264e-05  3.4216599437606031e-05  3.9897579576720466e-05
1.6799999999999802e+01  3.7020442047082206e+01  3.1999999977651242e+01  3.2000000000007482e+01  2.4537087549542518e-02  2.7021467344035454e+01  3.2000000009166286e+01  3.1999999999996867e+01  2.4410625292962448e-02  9.9989747030467520e+00  9.9996596468261885e+00  3.5974538238843853e-05  3.6226848548035468e-05  -2.5231030919161508e-07  -3.5875201925169881e-05  3.5739083199217485e-05  4.1155392654546567e-05
1.7600000000000001e+01  3.7022357536410418e+01  3.1999999974828935e+01  3.1999999999992124e+01  2.4511158981180517e-02  2.7023409440906310e+01  3.2000000010514206e+01  3.2000000000010886e+01  2.4420994579897340e-02  9.9989480955041081e+00  9.9996707826926396e+00  3.7730461395893280e-05  3.7993891865669086e-05  -2.6343046977580614e-07  -3.8635399419329065e-05  3.7046914193641094e-05  4.6264567105763895e-05
1.8400000000000102e+01  3.7024365900348357e+01  3.1999999971783762e+01  3.1999999999908969e+01  2.4516075036550400e-02  2.7025459449659937e+01  3.2000000011576276e+01  3.1999999999995374e+01  2.4424379458610798e-02  9.9989064506884198e+00  9.9996711411930583e+00  3.9505674105370511e-05  3.9772219382202689e-05  -2.6654527683217793e-07  -4.0732337866269422e-05  3.9477876434909105e-05  4.7943917667493167e-05
1.9200000000000198e+01  3.7026520036637244e+01  3.1999999970225385e+01  3.2000000000311495e+01  2.4544893286819566e-02  2.7027753213995130e+01  3.2000000011523980e+01  3.1999999999865242e+01  2.4418264758091845e-02  9.9987668226421142e+00  9.9995750889797996e+00  4.1286650490105551e-05  4.1547606191023458e-05  -2.6095570091790710e-07  -4.2585482596748411e-05  4.2780101452012502e-05  4.7836574579708140e-05
2.0000000000000298e+01  3.7029309825574757e+01  3.1999999961497370e+01  3.1999999999185718e+01  2.4558935193250291e-02  2.7030056889308032e+01  3.2000000020637380e+01  3.2000000000480235e+01  2.4413034162291541e-02  9.9992529362667248e+00  1.0000103029115678e+01  4.3062538031228560e-05  4.3314603281564318e-05  -2.5206525033575754e-07  -4.4434429084968330e-05  4.5513295003644698e-05  5.1075102785881153e-05
2.0800000000000502e+01  3.7031630407857939e+01  3.1999999929808553e+01  3.1999999989750375e+01  2.4541509243639643e-02  2.7032513316157598e+01  3.2000000029472481e+01  3.2000000000713754e+01  2.4417250805519070e-02  9.9991170917003416e+00  1.0000003365827208e+01  4.4835168521480462e-05  4.5084563791136773e-05  -2.4939526965631097e-07  -4.6757348459891617e-05  4.7198064487382303e-05  5.2524867765670783e-05
2.1600000000000598e+01  3.7034002356084173e+01  3.1999999883702216e+01  3.1999999970721671e+01  2.4519087645421721e-02  2.7034919327288801e+01  3.1999999976669251e+01  3.1999999991740150e+01  2.4426365575877892e-02  9.9990830287953720e+00  1.0000006332248507e+01  4.6610133797863118e-05  4.6868280716838290e-05  -2.5814691897517152e-07  -4.9326382157080017e-05  4.8878872629236586e-05  5.6596240875028363e-05
2.2400000000000698e+01  3.7036483029009879e+01  3.1999999832103864e+01  3.1999999949156603e+01  2.4523073002567355e-02  2.7037449022343278e+01  3.1999999839422124e+01  3.1999999966156835e+01  2.4429618344085937e-02  9.9990340066666015e+00  9.9999987050708832e+00  4.8385812564689876e-05  4.8660117788731702e-05  -2.7430522404182602e-07  -5.1308458269127172e-05  5.1480459706447092e-05  5.8057060813748307e-05
2.3200000000000799e+01  3.7039098792069822e+01  3.1999999763821378e+01  3.1999999928267304e+01  2.4547589534980166e-02  2.7040114048081406e+01  3.1999999649580779e+01  3.1999999930461399e+01  2.4424761932967963e-02  9.9989847439884159e+00  9.9999932956440354e+00  5.0156695510143062e-05  5.0447617525448745e-05  -2.9092201530568314e-07  -5.2883041662330014e-05  5.4563083201836072e-05  5.9567801443468347e-05
2.4000000000000998e+01  3.7042244113171236e+01  3.1999999693105362e+01  3.1999999909594024e+01  2.4559934761450370e-02  2.7042857452071761e+01  3.1999999389068066e+01  3.1999999894202087e+01  2.4420495644606164e-02  9.9993866610994750e+00  1.0000440103123307e+01  5.1923999092078929e-05  5.2232193763894555e-05  -3.0819467181562551e-07  -5.4928263767343667e-05  5.7161484153624524e-05  6.2611649956816802e-05
2.4800000000001098e+01  3.7045249386998634e+01  3.1999999641685047e+01  3.1999999898605090e+01  2.4545959631601885e-02  2.7045643305510197e+01  3.1999999040590115e+01  3.1999999857421148e+01  2.4424160309501577e-02  9.9996060814884373e+00  1.0000701655738052e+01  5.3696270418423292e-05  5.4029243106829495e-05  -3.3297268840620233e-07  -5.7691449965311221e-05  5.8991984407461869e-05  6.4006179322870135e-05
2.5600000000001199e+01  3.7048071716966959e+01  3.1999999602707518e+01  3.1999999896926095e+01  2.4527509603114544e-02  2.7048510215737096e+01  3.1999998656861848e+01  3.1999999819771652e+01  2.4432075714435255e-02  9.9995615012298629e+00  1.0000699790636592e+01  5.5478122328317892e-05  5.5846351586802844e-05  -3.6822925848495195e-07  -6.0483915454095732e-05  6.0522714831017608e-05  6.7549965635423591e-05
2.6400000000001299e+01  3.7051013811980646e+01  3.1999999568510859e+01  3.1999999901452838e+01  2.4530695585401167e-02  2.7051508983023250e+01  3.1999998287866688e+01  3.1999999788151506e+01  2.4435165218472950e-02  9.9995048289573951e+00  1.0000691371888848e+01  5.7264268408291611e-05  5.7671924653882200e-05  -4.0765624559058856e-07  -6.2636680091303695e-05  6.2828328700512503e-05  6.9284483931191123e-05
2.7200000000001499e+01  3.7054420270903037e+01  3.1999999538215768e+01  3.1999999908759385e+01  2.4551137205989355e-02  2.7054624966781827e+01  3.1999997943866198e+01  3.1999999764577080e+01  2.4431366399814091e-02  9.9997953041212106e+00  1.0001035934071172e+01  5.9047908222267154e-05  5.9490320633889632e-05  -4.4241241162247817e-07  -6.4359512662301064e-05  6.6112218857768029e-05  7.1179094561748450e-05
2.8000000000001599e+01  3.7057559646361476e+01  3.1999999500537342e+01  3.1999999916294716e+01  2.4562205122594265e-02  2.7057803446365597e+01  3.1999997628814032e+01  3.1999999741844420e+01  2.4427893440686108e-02  9.9997561999958791e+00  1.0001048624810313e+01  6.0830131801480522e-05  6.1300078787111139e-05  -4.6994698563061689e-07  -6.6352041450496374e-05  6.9118881913789377e-05  7.4407533871670336e-05
2.8800000000001699e+01  3.7060750154621552e+01  3.1999999440321890e+01  3.1999999923795034e+01  2.4551747764678923e-02  2.7061034074634506e+01  3.1999997355216941e+01  3.1999999716492155e+01  2.4431018364476489e-02  9.9997160799870457e+00  1.0001058726713236e+01  6.2617028056287342e-05  6.3110599010585868e-05  -4.9357095429852587e-07  -6.8927814076338539e-05  7.1341012984712311e-05  7.6265289145721108e-05
2.9600000000001799e+01  3.7064206793190316e+01  3.1999999352424297e+01  3.1999999932934418e+01  2.4536799815411982e-02  2.7064364105398738e+01  3.1999997131563184e+01  3.1999999692812839e+01  2.4437802791893681e-02  9.9998426877915776e+00  1.0001237887490085e+01  6.4410267533944408e-05  6.4925530922792918e-05  -5.1526338884850989e-07  -7.1678440559472232e-05  7.3588259743235398e-05  7.8525569779217756e-05
3.0400000000001999e+01  3.7067607731335833e+01  3.1999999240718171e+01  3.1999999946262399e+01  2.4538844496251953e-02  2.7067823714557989e+01  3.1999996956679890e+01  3.1999999678066217e+01  2.4440612204451144e-02  9.9997840167778449e+00  1.0001233976311688e+01  6.6205589827413399e-05  6.6738420062720756e-05  -5.3283023530735680e-07  -7.4035851311474770e-05  7.6284866143858218e-05  8.0620079197955957e-05
3.1200000000002099e+01  3.7071114451420954e+01  3.1999999106941726e+01  3.1999999962392756e+01  2.4555511282735247e-02  2.7071861676691334e+01  3.1999996830408765e+01  3.1999999676621112e+01  2.4437563616377694e-02  9.9992527747296194e+00  1.0000761153044213e+01  6.8000480033297562e-05  6.8545817063860135e-05  -5.4533703056257256e-07  -7.5941678461359424e-05  7.9027891193219306e-05  8.3652954285998561e-05
3.2000000000002203e+01  3.7074684822192516e+01  3.1999998948170038e+01  3.1999999971519529e+01  2.4565699453461799e-02  2.7075480027033507e+01  3.1999996753535271e+01  3.1999999684689737e+01  2.4434645599512431e-02  9.9992047951590095e+00  1.0000767836412948e+01  6.9798724418560320e-05  7.0355584616176893e-05  -5.5686019761657312e-07  -7.7899530353932938e-05  8.1511349900779127e-05  8.6412281326468603e-05
3.2800000000002001e+01  3.7078408811730164e+01  3.1999998771428260e+01  3.1999999968192753e+01  2.4558432300941884e-02  2.7079565512846091e+01  3.1999996720609200e+01  3.1999999698020250e+01  2.4437244329128711e-02  9.9988432988840721e+00  1.0000462502738891e+01  7.1605363971418803e-05  7.2175975609322718e-05  -5.7061163790391529e-07  -8.0493356348941745e-05  8.3814648358771545e-05  8.8537276790391628e-05
3.3600000000001899e+01  3.7082145517373448e+01  3.1999998593251345e+01  3.1999999956507441e+01  2.4546183385495288e-02  2.7083369202253998e+01  3.1999996719730781e+01  3.1999999715761987e+01  2.4443037228788149e-02  9.9987763151194500e+00  1.0000450547298865e+01  7.3420184780505430e-05  7.4003277406863095e-05  -5.8309262635766529e-07  -8.3495654462279779e-05  8.6215408712484647e-05  9.0568467561616951e-05
3.4400000000001697e+01  3.7086003446687421e+01  3.1999998423003625e+01  3.1999999936579368e+01  2.4546829801538009e-02  2.7087294037184240e+01  3.1999996736047365e+01  3.1999999731626190e+01  2.4445580457119847e-02  9.9987094095031814e+00  1.0000440623398774e+01  7.5239456856634177e-05  7.5827719558984097e-05  -5.8826270234991985e-07  -8.6049275005027894e-05  8.8936370368989875e-05  9.3168970147587495e-05
3.5200000000001602e+01  3.7089953207579555e+01  3.1999998265863791e+01  3.1999999908857671e+01  2.4560227522241795e-02  2.7091301076653732e+01  3.1999996756068370e+01  3.1999999740692676e+01  2.4443131673592352e-02  9.9986521309258229e+00  1.0000440185482017e+01  7.7061700672094698e-05  7.7648299268703500e-05  -5.8659859660880156e-07  -8.7979122206935820e-05  9.1697980398174482e-05  9.6224048631761221e-05
3.6000000000001400e+01  3.7093965273648124e+01  3.1999998132837163e+01  3.1999999883295867e+01  2.4569821220951249e-02  2.7095856141837178e+01  3.1999996767867195e+01  3.1999999749153265e+01  2.4440663076954781e-02  9.9981091318109456e+00  9.9999545561961263e+00  7.8888851074254847e-05  7.9474348751281047e-05  -5.8549767702619924e-07  -8.9955052341510183e-05  9.4187258255462735e-05  9.8988541743751714e-05
3.6800000000001198e+01  3.7098620413027099e+01  3.1999998033484051e+01  3.1999999865905455e+01  2.4565108735059647e-02  2.7100000140347646e+01  3.1999996761702288e+01  3.1999999760471734e+01  2.4442826070733430e-02  9.9986202726794531e+00  1.0000522366805491e+01  8.0722153324532965e-05  8.1312453922886051e-05  -5.9030059835308646e-07  -9.2529413958282659e-05  9.6562571524262745e-05  1.0119550185316292e-04
3.7600000000001103e+01  3.7103403493917753e+01  3.1999997956356722e+01  3.1999999851992069e+01  2.4554691454048639e-02  2.7104262806357948e+01  3.1999996730514457e+01  3.1999999768817666e+01  2.4447796302792230e-02  9.9991406875598052e+00  1.0001100514295700e+01  8.2559667615795309e-05  8.3158106260637068e-05  -5.9843864484175938e-07  -9.5485976442409579e-05  9.8984166375785137e-05  1.0326755782079254e-04
3.8400000000000901e+01  3.7107724425984131e+01  3.1999997901112536e+01  3.1999999839319663e+01  2.4553894967154891e-02  2.7108876233197897e+01  3.1999996672651342e+01  3.1999999772140480e+01  2.4450107643199121e-02  9.9988481927862338e+00  1.0000865588325674e+01  8.4399309383155491e-05  8.5003787897115809e-05  -6.0447851396031786e-07  -9.8084588285213733e-05  1.0150936145426339e-04  1.0576051571350198e-04
3.9200000000000799e+01  3.7112125304194578e+01  3.1999997863510021e+01  3.1999999828096765e+01  2.4564628371601650e-02  2.7113321711971537e+01  3.1999996595973535e+01  3.1999999771594297e+01  2.4448145937630693e-02  9.9988035922230409e+00  1.0000877611714674e+01  8.6242126482110774e-05  8.6850403626482413e-05  -6.0827714437163894e-07  -1.0002847352443026e-04  1.0418962579230176e-04  1.0872379404058777e-04
4.0000000000000597e+01  3.7116993033967759e+01  3.1999997836519785e+01  3.1999999816128664e+01  2.4573749652862697e-02  2.7118252330500614e+01  3.1999996504390591e+01  3.1999999763875902e+01  2.4446054874296158e-02  9.9987407034671456e+00  1.0000874674654764e+01  8.8090234429819339e-05  8.8704809354983569e-05  -6.1457492516422995e-07  -1.0201698213019319e-04  1.0684619139517507e-04  1.1156878061127791e-04
4.0800000000000502e+01  3.7121553975932379e+01  3.1999997813949690e+01  3.1999999802845075e+01  2.4570859203559954e-02  2.7122857832017175e+01  3.1999996400554746e+01  3.1999999748095259e+01  2.4447864601965859e-02  9.9986961439152040e+00  1.0000885582445662e+01  8.9943106004367789e-05  9.0568713042055689e-05  -6.2560703768789960e-07  -1.0474031080050369e-04  1.0933784561538146e-04  1.1394120263198934e-04
4.1600000000000300e+01  3.7126230522335554e+01  3.1999997794085633e+01  3.1999999790556089e+01  2.4561620927501967e-02  2.7127580158343431e+01  3.1999996289535908e+01  3.1999999729112275e+01  2.4452139158182975e-02  9.9986503639921231e+00  1.0000896507477975e+01  9.1798503908046059e-05  9.2436485374513619e-05  -6.3798146646756046e-07  -1.0770879813197938e-04  1.1183129502016666e-04  1.1614497746901330e-04
4.2400000000000098e+01  3.7131009559808227e+01  3.1999997776322559e+01  3.1999999781174687e+01  2.4559617987045524e-02  2.7132857650738021e+01  3.1999996174917555e+01  3.1999999711762840e+01  2.4454221975773956e-02  9.9981519090702058e+00  1.0000458801267179e+01  9.3656274150260313e-05  9.4303965538486019e-05  -6.4769138822570575e-07  -1.1016566236404003e-04  1.1442825083976952e-04  1.1867983408960123e-04
4.3200000000000003e+01  3.7135860979967141e+01  3.1999997757308325e+01  3.1999999775422566e+01  2.4568306116648769e-02  2.7138076650633408e+01  3.1999996052896950e+01  3.1999999697723251e+01  2.4452628544600289e-02  9.9977843293337330e+00  1.0000152182589225e+01  9.5518551930922423e-05  9.6173937109384031e-05  -6.5538517846160831e-07  -1.1221465996372213e-04  1.1705446609166232e-04  1.2157329823585848e-04
4.3999999999999801e+01  3.7141036857022947e+01  3.1999997733527728e+01  3.1999999772984449e+01  2.4576940854676176e-02  2.7143048517591602e+01  3.1999995933529519e+01  3.1999999688808561e+01  2.4450825416676071e-02  9.9979883394313447e+00  1.0000416853415640e+01  9.7386204224783222e-05  9.8050723773233551e-05  -6.6451954845032880e-07  -1.1441753500667633e-04  1.1971810733583921e-04  1.2438025235970567e-04
4.4799999999999699e+01  3.7146055122658375e+01  3.1999997703606148e+01  3.1999999772141315e+01  2.4575218144036473e-02  2.7148125928507895e+01  3.1999995813922730e+01  3.1999999685131407e+01  2.4452303428517425e-02  9.9979291941504798e+00  1.0000417194996455e+01  9.9257279141587112e-05  9.9933017826955034e-05  -6.7573868536792208e-07  -1.1708418805143294e-04  1.2243369104232869e-04  1.2688357541792064e-04
4.5599999999999497e+01  3.7151185664349960e+01  3.1999997665577247e+01  3.1999999770968731e+01  2.4566814424818968e-02  2.7153868887195163e+01  3.1999995695083189e+01  3.1999999685726078e+01  2.4455923909097604e-02  9.9973167771547971e+00  9.9998679081773076e+00  1.0112985990333353e-04  1.0181585465958715e-04  -6.8599475625361766e-07  -1.1994728087661932e-04  1.2505598487636360e-04  1.2926415075140566e-04
4.6399999999999302e+01  3.7156407414938840e+01  3.1999997617838567e+01  3.1999999769657865e+01  2.4564017385994428e-02  2.7159144374241976e+01  3.1999995574626993e+01  3.1999999688471835e+01  2.4457717142218002e-02  9.9972630406968648e+00  9.9998754545282154e+00  1.0300518272568733e-04  1.0369820276362841e-04  -6.9302003794107533e-07  -1.2245602111033292e-04  1.2757699923417111e-04  1.3181646454617322e-04
4.7199999999999200e+01  3.7161698488980853e+01  3.1999997559697896e+01  3.1999999768733385e+01  2.4571162797852104e-02  2.7164489364040783e+01  3.1999995450765262e+01  3.1999999691090114e+01  2.4456338718073633e-02  9.9972091249400705e+00  9.9998832621206937e+00  1.0488579376618940e-04  1.0558409496220624e-04  -6.9830119601684351e-07  -1.2453472817616559e-04  1.3021397893901238e-04  1.3462716381288365e-04
4.7999999999998998e+01  3.7167773684300130e+01  3.1999997490864150e+01  3.1999999766550950e+01  2.4579183758188700e-02  2.7169921083773840e+01  3.1999995323694016e+01  3.1999999692556003e+01  2.4454690745582666e-02  9.9978526005262900e+00  1.0000592069017781e+01  1.0677134402985030e-04  1.0747601706268815e-04  -7.0467303283784752e-07  -1.2679301813579502e-04  1.3299988526265861e-04  1.3748429050232546e-04
4.8799999999998903e+01  3.7173907967841949e+01  3.1999997415208668e+01  3.1999999762079309e+01  2.4578135516214000e-02  2.7175460435065190e+01  3.1999995195903477e+01  3.1999999693389789e+01  2.4455785983283185e-02  9.9984475327767584e+00  1.0001251912190416e+01  1.0865912746445977e-04  1.0937133892269845e-04  -7.1221145823868498e-07  -1.2953298989878959e-04  1.3575187503725626e-04  1.4012876391086368e-04
4.9599999999998701e+01  3.7179490797917360e+01  3.1999997331512450e+01  3.1999999756213988e+01  2.4570467168944978e-02  2.7181402045300150e+01  3.1999995067759855e+01  3.1999999693432454e+01  2.4458721733821263e-02  9.9980887526172104e+00  1.0000956305598876e+01  1.1054846998561657e-04  1.1126695510583542e-04  -7.1848512021884642e-07  -1.3230837211631534e-04  1.3834037723367017e-04  1.4253837481132499e-04
5.0399999999998499e+01  3.7185157757952609e+01  3.1999997242196365e+01  3.1999999750198398e+01  2.4567277455176492e-02  2.7187122495449671e+01  3.1999994942156654e+01  3.1999999692101522e+01  2.4460122810201195e-02  9.9980352625029383e+00  1.0000965111661397e+01  1.1244240851321838e-04  1.1316423818915060e-04  -7.2182967593222729e-07  -1.3473009112406097e-04  1.4085378839002950e-04  1.4501880892231454e-04
5.1199999999998397e+01  3.7191277693271708e+01  3.1999997149905468e+01  3.1999999743400178e+01  2.4573160734589677e-02  2.7193160903384822e+01  3.1999994818573260e+01  3.1999999689704481e+01  2.4458788956982051e-02  9.9981167898868861e+00  1.0001112861671778e+01  1.1434386601279647e-04  1.1506723298553103e-04  -7.2336697273456198e-07  -1.3693654410520809e-04  1.4357328661511381e-04  1.4792367929496593e-04
5.1999999999998202e+01  3.7197110488052211e+01  3.1999997055875962e+01  3.1999999734806558e+01  2.4580351389904415e-02  2.7199045677007529e+01  3.1999994700295115e+01  3.1999999687135414e+01  2.4457142164683129e-02  9.9980648110446815e+00  1.0001124154300644e+01  1.1625132142600132e-04  1.1697656164000474e-04  -7.2524021400342353e-07  -1.3946297647544843e-04  1.4633440056399758e-04  1.5089366176192481e-04
